qid,questions,intention,answer
342,商米V2Pro可用存储空间少，如何清理缓存和删除不需要的文件？,question,"手持机使用一段时间后，随着不断安装新应用、下载文件以及产生的缓存文件累积，导致可用的存储空间不断减少。在可用存储低于100MB时，可能会出现“储存空间不足”的弹窗提示，甚至应用程序无法正常启动，系统运行卡顿等状况。这时候可参考以下方式来清理：
1.在桌面点击【设置】->【存储设备和USB】查看哪些项目占用了较多的存储空间，可直接点击进行清理。例如，缓存数据较多可点击“缓存数据”清除。2.如果是“其他”项目占用较多存储空间（一般是应用下载的文件、联网下载的文件），点击该项目后只能浏览不能直观查看哪些文件占用较多空间需要删除，您可以通过下载一些第三方APP，例如“ES文件管理器”来清理。（ES文件管理器选择“清理”，根据搜索分析结果选择清理。）3.如果未能确认是哪些文件可以被清理，可以备份重要数据，将收银机恢复出厂设置可以将设备恢复初始状态。"
343,商米V2Pro是否支持OTG，是否支持外接USB设备？,question,V2 PRO机身侧面的USB Type-C接口支持OTG连接USB设备，可购买USB OTG转接线连接即插即用的USB设备。
344,商米V2Pro是否支持会员卡、积分卡？支持哪类非接卡？,question,V2 PRO 4G高配版本支持读取NFC实体会员卡（打印机盖有NFC标识），非接触卡读卡器支持运行在 13.56Mhz频段、符合ISO/ICE 14443 TypeA/B标准的NFC卡和Mifare卡。
345,商米V2Pro使用USB线连接PC后，怎么传输文件？,question,"手持机通过USB数据线与电脑连接后，在屏幕顶部往下滑，在菜单中选择第二行的“正在通过USB为此设备充电”，在弹出的菜单点选“文件传输(MTP)”即可。
在电脑端找到V2 PRO的设备，打开即可看到用户存储的内容。
"
346,商米V2Pro使用哪种规格的热敏纸？,question,V2 PRO使用57mm*40mm的热敏纸，支持纸卷直径最大40mm。
347,商米其他设备是否可以把V2Pro当蓝牙打印机来使用？,question,不可以。V2 PRO的蓝牙打印是通过商米的底层封装虚拟的连接完成的，只支持设备自己使用。
348,商米V2Pro手持机是否支持打印热敏标签/不干胶标签？,question,手持机内置的是热敏票据打印机，不支持打印不干胶标签，建议购买专用的标签打印机外接使用。
349,商米V2Pro如何使用硬件管家检测硬件功能是否正常？,question,"点击上方工具栏可以切换 【硬件】/ 【本机】 / 【网络】页面；
1.切换至【硬件】页面可针对以下硬件设备检测：
点击V2 PRO机型进行整机检测：设备的网络/喇叭/触摸屏/屏幕显示/按键/摄像头/打印机/蓝牙/GPS的硬件状态；；
点击下方的“触摸屏”/“电池”/“扫码”/“打印机” 可分别测试屏幕显示和触屏灵敏度、检测设备的扫描头状况 以及检测打印及打印头老化测试；
2.切换至【本机】页面可查看设备的详细信息及参数； 
3.切换至【本机】页面可查看/测试本机网络情况、测试信号强度和网络稳定性；
"
350,商米V2Pro开不了机（如设备电量过低），如何处理？,question,若电池电量完全耗尽，连接标配的充电器充电至少15分钟，然后查看屏幕是否正常显示充电状态。
351,商米V2Pro无法充电，如何处理？,question,"1.连接充电器， 若电池电量完全耗尽，至少充电15分钟以后查看是否恢复正常。
2.如果在同时运行多个应用和上网的同时为电池充电，机器可能会发热。这是正常现象。在温度过高时电池可能会因避免过热而停止充电。关机闲置5分钟后查看是否恢复正常。
3. 重新插拔充电器，或者有条件可更换充电底座交叉测试。
4. 当电量大于95%，将机器拔出充电器连接，再次连接充电，机器将继续消耗电池电力（会显示充电图标5秒)，直至电池电量低于95% 才会继续充电；如果在电池电量低于95%时充电，一直充电到100%充满也会自动停止充电，显示电池图标并开始消耗电池电力，直至电池电量低于95% 才会继续充电。"
352,商米V2Pro充电电量到90%以上到充满需要花很长时间，充电速度慢；为什么95%以上电量不能充电？,question,"首先，电量达到90%以上是涓流充电，为保护电池充电速度会降慢。另外，当电量大于95%，将机器拔出充电器连接，再放回充电底座机器将继续消耗电池电力（会显示充电图标5秒)，直至电池电量低于95% 才会继续充电；
如果在电池电量低于95%时充电，一直充电到100%充满也会自动停止充电，显示电池图标并开始消耗电池电力，直至电池电量低于95% 才会继续充电。 
"
353,商米V2Pro耗电快怎么处理？,question,"建议参考以下数据做对比，排查是否有异常情况。
V2 PRO内置2580mAh 7.6V锂电池，满电状态下的续航数据如下：
满电状态下，屏幕默认亮度显示，30秒打印一张15cm小票，可以连续打印14小时；
满电状态下，连续打印4小时，可连续打印5700单；
满电状态下，屏幕最高亮度显示，可续航12小时；
满电状态下，暗屏带4G通讯可待机续航20天；
提高电池续航的建议：
1.打开系统更新，检查更新，将系统升级到最新版本；
2.设备使用锂电池，为保护电池使用寿命，建议随时充电，不要等到电池耗光后再充电；
3.及时关闭不需使用的应用，减少后台同时打开的应用程序数量，应用程序未完全退出，在后台运行将会持续消耗电池电力；
4.如果是屏幕长亮不熄灭，亮度设置较高也会耗电快；如果运行的APP要求必须屏幕常亮，App不能关闭，请适当调低屏幕亮度和保持随用随充，可以延长续航时间。
5.减少在信号不好的环境下使用，机器会一直会搜索信号，导致耗电加快；
6.如果存在电池耗电快问题，还可以在硬件管家->电池，查看电量使用情况是否有异常现象。 未发现有异常操作时，可尝试将设备恢复出厂设置再观察问题是否仍然存在。
"
354,商米V2Pro使用卡顿怎么处理？,question,"1.升级系统到最新的版本以获得更好的使用体验。
2.机器在同时运行多个应用时，可能会出现因资源不足而运行缓慢的状况，建议可以定期关闭后台非必须的APP进程。步骤:按下□键，选择清扫图标，进行一键清理内存。或者重启机器后再试试。
3.运行某一个App卡顿，如果是App安装使用时间较长，清理应用的缓存数据和垃圾文件。
    操作步骤：设置->应用->选择相应的程序->清除缓存。
"
355,商米V2Pro死机怎么办？,question,"死机无法操作时可以持续按住电源键13秒，机具将自动重启，观察机器是否恢复正常。
如何要了解死机的原因，就需要观察近期是否安装了某个应用后导致设备突然异常死机，或者在运行个别应用死机，应该是应用自身出现问题引起，建议您卸载该应用重新安装，或者下载安装其他类似应用代替，观察是否还会死机。
"
356,商米V2Pro扫码模糊、反应速度慢，怎么解决？,question,"1.扫码速度与网络、光线等因素有关，您可以在光线充足的环境调整拍摄角度试试。
2.V2 PRO有三种配置，如果您使用的是30W像素摄像头的版本(SN是V201开头)，这款是专为二维码扫描识别设计的，不适用于扫描商品码、一维码。如果有扫描商品码、一维码的需求，建议选购V2 PRO带一维扫码头的版本。
3.如果是能识别，但是扫码速度慢，请点击硬件管家->辅助检测->扫描头->扫码，检测是否能识别条码/二维码，如果能较快识别，那么可能是扫码的业务APP未正确调用商米的扫码SDK：为了提升机具的扫码识别率，我们特别推出了扫码SDK供软件商调用（使用网上的通用方法虽然能用，但不是最好的，会比我们的扫码SDK慢30%左右），如果对扫码有特别需求的情况下可以使用我司提供的SDK。"
357,商米V2Pro使用的APP没有声音提示,question,"1. 在桌面点击设置 ->声音，查看“媒体音量”，将音量提高。
2. 测试其他APP是否有声音提示，如果只是某个APP没有提示音，其他APP可正常使用，请尝试卸载该APP重新安装。
3. 不要屏蔽App通知：点击设置->通知->APP，取消开启屏蔽通知功能。"
358,商米V2Pro连接WiFi提示网络连接失败；WiFi连接后不能上网,question,"1.收银设备能搜索到WiFi网络，一般代表无线网卡硬件正常，大概率属于网络配置问题，尝试重新启动机具，试试是否恢复正常；
2. 如果仍然无法联网，可在收银机桌面点击 设置->硬件管家->测试网络是否通畅，点击“开始测试”查看网络测试结果是否良好，判断是否网络不稳定或网络不通导致的问题；同时使用其他设备连接同一WiFi网络，如果其他设备能够联网，继续下一步排查；如果其他设备也不能联网，请检查无线路由器的设置以及联系宽带的服务商排查网络问题；
3. 可能是网络缓存数据有问题，在收银机桌面点击 设置->更多，选择“重置网络设置”；完成后再打开 设置->硬件管家->测试网络是否恢复正常；
4. 可能属于无线路由器或宽带网络问题，尝试切换其他无线网络或手机开热点连接，测试是否WiFi的网络问题。如果能够连接其他WiFi热点代表设备硬件没问题，请继续下一步排查；
5.可能是周围的WiFi信号互有干扰，建议重启路由器，如果问题仍然存在，可能需要修改路由器的无线配置（例如WiFi信道选择1-11，WiFi加密方式改WPA2,WPA等试试)。


"
